-0.01370 ,0.02240 
-0.01380 ,0.02280 
-0.01380 ,0.02300 
-0.01360 ,0.02340 
-0.01370 ,0.02350 
-0.01370 ,0.02350 
-0.01390 ,0.02390 
-0.01430 ,0.02440 
-0.01410 ,0.02460 
-0.01440 ,0.02500 
-0.01460 ,0.02530 
-0.01490 ,0.02550 
-0.01520 ,0.02560 
-0.01560 ,0.02580 
-0.01570 ,0.02610 
-0.01590 ,0.02670 
-0.01620 ,0.02710 
-0.01640 ,0.02760 
-0.01680 ,0.02780 
-0.01680 ,0.02840 
-0.01660 ,0.02870 
-0.01680 ,0.02920 
-0.01710 ,0.02990 
-0.01730 ,0.03040 
-0.01750 ,0.03060 
-0.01790 ,0.03080 
-0.01770 ,0.03110 
-0.01800 ,0.03120 
-0.01870 ,0.03150 
-0.01920 ,0.03180 
-0.01970 ,0.03190 
-0.02000 ,0.03210 
-0.02030 ,0.03230 
-0.02060 ,0.03250 
-0.02110 ,0.03290 
-0.02150 ,0.03320 
-0.02210 ,0.03330 
-0.02220 ,0.03360 
-0.02240 ,0.03400 
-0.02260 ,0.03410 
-0.02320 ,0.03460 
-0.02320 ,0.03510 
-0.02330 ,0.03530 
-0.02330 ,0.03550 
-0.02350 ,0.03570 
-0.02360 ,0.03610 
-0.02370 ,0.03650 
-0.02400 ,0.03680 
-0.02380 ,0.03720 
-0.02390 ,0.03750 
-0.02390 ,0.03790 
-0.02400 ,0.03840 
-0.02400 ,0.03910 
-0.02430 ,0.03970 
-0.02480 ,0.04110 
-0.02500 ,0.04240 
-0.02560 ,0.04390 
-0.02600 ,0.04510 
-0.02670 ,0.04600 
-0.02700 ,0.04780 
-0.02750 ,0.04950 
-0.02830 ,0.05130 
-0.02900 ,0.05270 
-0.02960 ,0.05470 
-0.02980 ,0.05580 
-0.03050 ,0.05730 
-0.03070 ,0.05850 
-0.03090 ,0.05980 
-0.03090 ,0.06120 
-0.03130 ,0.06250 
-0.03130 ,0.06280 
-0.03160 ,0.06350 
-0.03160 ,0.06450 
-0.03140 ,0.06530 
-0.03140 ,0.06620 
-0.03130 ,0.06660 
-0.03150 ,0.06720 
-0.03150 ,0.06810 
-0.03170 ,0.06860 
-0.03160 ,0.06910 
-0.03160 ,0.07010 
-0.03140 ,0.07070 
-0.03120 ,0.07120 
-0.03110 ,0.07170 
-0.03120 ,0.07200 
-0.03100 ,0.07280 
-0.03100 ,0.07340 
-0.03100 ,0.07400 
-0.03110 ,0.07450 
-0.03130 ,0.07510 
-0.03130 ,0.07570 
-0.03150 ,0.07640 
-0.03190 ,0.07710 
-0.03180 ,0.07760 
-0.03180 ,0.07840 
-0.03200 ,0.07880 
-0.03200 ,0.07940 
-0.03200 ,0.07990 
-0.03170 ,0.08080 
-0.03170 ,0.08140 
